x,y
236.08,106.96
968.05,314.11
42.97,234.35
327.15,51.48
254.64001,220.36
589.62,165.94
421.72,98.92
809.95,332.24
277.76,20.47
352.14,77.88
624.9,15.67
272.01,180.21
608.25,280.94
547.15,310.09
270.56,153.45
695.97,197.29
34.72,296.82
294.11,50.91
247.2,195.13
624.94,162.66
390.59,76.48
1020.45,220.17
901.76,105.35
165.11,57.71
728.22,300.17
352.79,203.08
600.55,166.4
511.44,229.44
1000.31,238.23
204.62,100.23
42.58,313.07
633.49,138.93
723.75,78.68
668.26,236.74
224.43,165.2
314.55,228.64
195.57,167.4
417.46,278.96
400.96,182.92
359.51,65.73
-0.42999995,2.75
712.65,267.84
627.41,309.23
758.75,101.66
1007.69,216.77
592.95,257.5
87.39,352.53
819.12,253.95
894.83,13.74
220.79,62.19
76.02,211.75
1019.58,101.32
113.69,331.21
682.68,284.24
633.16,176.48
734.36,291.04
487.99,183.63
117.63,178.74
198.06,344.51
158.58,288.61
127.69,194.21
105.35,165.67
158.93,293.49
217.87,86.32
746.86,322.91
298.13,114.02
94.45,238.67
411.2,304.52
982.28,275.98
766.65,100.11
598.59,283.46
743.05,45.9
750.4,46.39
219.6,326.41
745.97,245.23
1050.88,79.41
380.21,166.68
640.32,127.259995
329.01,166.71
183.06,269.39
390.25,116.78
1007.62,208.02
840.07,143.53
897.64,210.66
845.39,127.55
878.32,87.61
692.24,198.85
724.67,259.14
1049.91,196.3
673.57,352.7
235.72,119.56
654.14,350.91
800.94,188.24
404.97,25.34
514.77,293.76
667.48,307.12
34.02,270.42
791.69,109.59
81.41,247.98
591.81,214.17
726.3,305.18
809.0,70.14
654.77,288.96
139.93,211.62
328.61,208.84
553.39,114.68
174.29,343.91
622.56,322.73
433.12,89.16
611.59,192.37
383.1,59.03
468.22,192.51
341.02,62.22
521.84,204.48
425.68,90.3
364.76,119.93
673.42,283.48
62.33,211.34
-0.69,291.26
471.2,45.71
708.97,81.31
796.6,349.63
715.46,243.18
659.16,178.54
465.64,44.74
633.23,13.99
512.62,287.38
111.79,153.86
31.95,279.03
436.89,44.32
493.08,271.67
323.05,281.71
454.5,298.98
313.86,273.66
852.77,115.43
824.94,77.01
468.32,294.79
116.03,113.22
785.68,274.73
969.14,274.87
918.03,169.16
270.88,37.99
710.11,264.48
410.86,211.43
987.4,155.04
909.89,206.76
631.25,203.21
275.89,73.08
760.02,275.19
836.94,181.2
545.46,160.72
153.67,46.2
193.33,174.03
659.25,133.44
805.06,53.83
494.53,173.06
189.73,273.79
127.479996,163.55
121.68,332.63
250.65,80.63
833.28,192.95
1008.83,220.24
68.11,175.67
801.6,219.18
58.05,270.02
977.19,158.55
616.74,113.22
694.78,207.55
265.64,192.24
100.74,333.65
825.56,215.79
193.9,65.48
170.34,127.28
82.73,265.54
367.57,61.01
751.69,273.12
106.45,180.52
432.04,109.55
721.44,256.87
10.23,301.18
608.92,105.35
56.68,221.61
454.94,11.91
92.18,205.45
132.8,179.31
600.65,82.13
306.05,229.27
209.28,40.85
574.7,85.27
830.98,350.36
288.53,336.7
368.31,112.48
858.54,15.82
65.26,223.38
909.82,241.04
382.02,153.53
303.25,90.03
464.86,231.06
805.11,223.88
213.93,162.24
279.83,230.67
930.39,139.46
985.02,282.49
358.21,102.34
132.82,103.89
504.34,233.63
377.11,127.11
182.77,77.29
156.79,226.44
472.07,162.18
211.8,177.6
159.92,316.67
763.76,17.91
779.98,181.29
939.79,143.87
467.58,141.72
928.74,90.39
588.74,185.56
954.08,4.11
533.66,158.02
623.66,294.82
575.89,21.0
488.57,170.45
203.71,170.11
397.18,108.29
139.74,253.9
278.97,173.84
1027.53,174.41
945.79,70.73
418.88,335.49
801.57,265.13
664.8,36.23
803.1,254.16
31.259998,272.45
103.83,176.42
508.3,225.94
982.79,132.35
915.42,140.15
193.84,214.65
568.13,199.94
675.43,215.21
742.95,60.73
156.71,307.82
128.64,186.69
364.05,123.69
668.85,247.67
662.61,339.4
427.68,82.75
221.33,119.4
881.09,84.84
770.18,117.68
504.08,86.45
78.65,162.4
467.08,287.78
590.06,128.62
118.09,318.38
701.23,223.16
105.79,112.97
159.29,127.259995
805.67,152.52
101.63,178.42
336.65,332.29
297.52,110.88
1006.45,224.03
824.31,130.77
783.94,132.94
498.65,180.63
468.25,130.22
780.03,321.97
1049.74,272.24
301.62,175.71
986.06,146.4
1014.28,34.89
635.75,155.49
691.28,282.6
748.39,259.48
491.84,191.36
586.17,51.65
250.21,239.66
608.88,123.34
302.93,135.52
958.08,260.48
196.21,174.96
857.18,39.95
970.25,15.370001
502.74,227.04
459.06,116.87
647.06,326.18
397.47,87.18
740.4,99.88
196.58,85.66
480.81,94.0
458.91,98.28
605.23,167.4
398.72,113.61
118.73,288.85
952.84,165.33
302.75,215.58
186.69,115.5
784.46,233.67
155.9,268.15
251.51,267.91
0.8900001,104.68
807.32,256.08
35.63,261.07
596.9,173.42
589.68,197.63
274.52,260.99
331.17,1.0999999
481.13,147.42
434.78,96.51
435.75,54.13
967.03,203.7
680.95,135.45
552.64,167.96
1038.62,137.57
770.73,33.34
998.69,166.08
41.32,278.25
710.6,316.89
198.06,46.81
439.7,317.62
85.35,117.44
983.65,128.53
324.03,131.79
331.29,157.21
664.03,126.740005
139.82,105.32
180.31,71.28
785.31,86.05
226.51,350.69
778.42,171.44
828.68,69.34
887.66,147.52
640.57,273.13
581.3,126.899994
1014.37,220.04
83.62,236.68
583.16,110.26
7.3500004,307.15
969.09,245.7
484.39,102.99
582.14,250.9
396.97,92.62
574.7,96.64
767.42,149.11
718.76,252.0
741.98,286.55
1004.21,156.12
918.54,144.04
149.32,107.42
227.19,44.73
958.23,13.52
133.3,237.54
268.25,291.77
268.6,148.36
447.86,90.03
862.94,146.03
921.77,82.23
58.37,211.6
699.85,295.7
233.11,109.84
814.05,124.05
100.73,47.54
67.82,210.05
705.28,271.45
425.81,68.57
722.3,298.82
998.41,264.26
999.4,158.48
610.11,129.38
883.87,307.71
703.86,280.09
958.06,268.4
583.45,59.5
263.46,130.46
198.37,50.22
93.79,173.63
941.39,262.3
821.13,226.78
321.1,227.29
469.3,171.42
691.68,75.4
194.23,218.7
173.01,245.04
298.65,286.52
297.84,29.83
885.77,105.06
692.74,144.25
171.6,58.0
731.28,20.22
86.13,140.28
335.4,160.65
198.76,35.66
783.62,88.56
425.85,95.59
821.81,176.08
152.33,253.16
79.73,94.88
223.21,104.39
104.47,150.78
247.37,267.21
277.83,154.72
954.24,132.0
304.16,112.4
357.92,130.42
719.26,41.8
640.08,120.52
92.26,264.26
565.29,191.39
302.07,151.54
997.58,244.49
312.96,257.22
56.39,112.79
282.77,160.74
506.85,295.71
630.86,25.75
808.65,73.15
331.28,51.81
485.4,23.44
662.47,325.67
472.34,232.45
87.82,222.82
762.49,115.99
288.42,186.94
396.34,71.42
826.52,176.54
330.4,219.01
593.78,275.41
413.78,265.97
81.59,223.22
81.76,172.07
921.11,237.87
798.65,216.88
442.01,265.37
427.3,123.03
965.76,21.31
721.52,289.58
268.9,219.27
342.17,179.42
879.38,22.04
83.65,165.28
327.27,123.35
648.31,268.64
936.77,117.41
801.86,191.42
133.45,146.67
160.29,35.36
973.81,165.15
424.24,60.35
725.03,176.23
727.64,263.67
654.62,82.96
100.47,158.64
796.54,257.87
12.0,313.02
415.31,25.57
973.44,59.75
227.3,60.28
299.84,317.63
340.18,176.1
655.29,249.87
994.48,166.06
168.47,108.6
590.02,251.56
402.46,15.27
1025.74,135.14
630.35,282.47
165.44,139.62
901.9,4.41
607.34,205.97
726.1,282.98
628.27,288.52
230.19,141.23
398.71,56.89
705.23,36.91
835.44,74.86
164.92,237.09
481.13,89.98
266.71,183.54
969.16,285.31
381.9,177.61
483.57,138.17
543.6,293.12
614.59,198.14
104.18,211.05
585.89,258.56
939.26,161.83
490.83,173.41
349.25,80.96
388.45,41.09
662.2,231.02
960.94,273.52
741.91,103.4
644.37,156.79
981.96,231.61
65.03,103.53
822.5,40.18
165.71,72.64
725.1,167.33
126.619995,223.77
811.09,106.83
97.86,241.92
636.04,30.18
906.99,126.39
882.01,51.24
665.65,123.02
305.66,145.15
508.69,206.79
595.52,240.22
61.01,274.24
533.88,184.77
362.64,97.9
861.5,133.06
121.19,206.41
92.01,276.68
80.86,289.6
157.23,285.56
445.32,95.01
732.24,320.39
309.57,114.9
180.66,58.44
694.05,155.29
646.06,100.22
158.22,301.54
453.98,74.03
330.03,160.25
202.94,88.04
47.16,308.87
366.94,208.11
426.73,145.12
592.23,207.88
751.83,50.45
562.01,95.28
665.67,243.32
589.34,223.25
559.41,151.02
808.3,251.52
803.93,243.67
289.78,180.93
897.09,299.28
640.11,101.16
463.46,282.05
888.33,171.26
359.01,321.9
655.86,263.27
443.92,324.81
782.78,178.99
674.43,274.61
264.14,197.33
303.3,219.6
448.17,305.16
421.25,88.65
196.03,130.29
319.26,270.64
175.74,126.69
802.45,226.57
545.92,59.43
378.66,212.98
968.64,289.06
578.32,232.96
844.33,102.26
1008.84,149.75
694.58,239.66
430.04,289.07
634.64,264.09
841.62,110.85
817.96,158.9
559.27,163.89
822.35,54.98
809.5,137.45
704.08,230.96
981.61,147.43
309.57,340.91
573.5,55.59
707.63,47.49
526.57,126.56
470.73,239.0
61.85,284.56
642.83,267.51
976.63,171.21
962.26,223.75
644.52,120.46
156.14,276.9
414.96,350.56
124.29,105.7
969.06,0.53
649.89,38.12
422.24,78.36
391.61,138.15
104.9,202.11
172.21,91.77
519.78,282.85
909.85,137.1
422.75,156.16
492.03,11.76
100.25,284.51
475.33,141.83
756.64,139.51
70.79,145.62
982.67,163.48
413.18,90.64
142.71,214.59
353.2,48.84
832.96,31.36
371.89,213.11
555.44,254.88
264.1,8.21
932.12,104.23
250.54,301.88
947.39,120.09
285.08,87.62
600.27,170.82
969.92,186.66
27.72,330.85
661.82,290.26
167.79,239.28
819.46,78.95
764.06,93.56
976.69,138.31
786.99,187.47
692.69,294.3
101.19,112.7
120.76,263.88
960.9,296.09
595.92,126.28
1.0799999,284.62
692.32,298.34
169.93,350.59
408.3,50.62
808.22,114.0
212.66,122.14
604.86,134.67
503.11,297.74
638.41,71.69
730.39,252.69
120.52,216.35
807.32,180.82
443.25,90.72
993.96,243.5
162.64,135.49
715.36,259.02
593.52,225.99
493.75,254.07
64.23,273.43
489.13,199.8
921.57,224.19
145.04,245.34
818.99,61.78
452.43,247.8
761.95,77.48
405.98,117.96
243.18,32.5
486.66,177.39
807.47,130.16
393.55,171.26
977.88,198.61
158.84,148.76
721.13,351.43
539.83,269.26
645.78,321.72
469.92,248.32
805.28,97.69
399.38,156.04
94.13,179.09
396.85,98.85
167.01,312.11
587.04,144.56
405.12,152.35
79.74,82.68
890.45,73.87
699.37,63.480003
96.23,339.67
933.76,131.05
101.39,96.8
314.77,37.72
964.08,275.82
649.91,150.23
262.36,323.71
34.02,320.62
469.11,251.97
334.88,44.92
113.2,353.15
580.32,120.6
885.83,43.81
469.49,213.32
768.55,131.19
808.24,204.51
869.69,247.65
326.76,113.58
368.47,124.1
370.64,145.76
0.6099999,22.57
250.73,251.13
406.85,205.05
546.16,154.58
564.51,194.84
296.29,217.32
340.78,168.41
956.1,243.31
491.26,276.06
404.29,123.32
397.58,165.13
544.0,183.94
873.03,136.61
575.51,29.98
550.52,142.92
1022.07,88.41
691.96,265.75
587.28,248.72
259.82,328.19
87.91,320.26
12.26,343.28
572.07,74.85
680.06,217.0
439.96,65.52
835.4,261.41
853.93,141.69
565.89,197.1
890.86,112.61
437.82,72.14
507.58,270.74
1019.28,223.6
294.58,176.41
993.31,193.77
742.39,35.36
486.91,293.32
651.97,266.21
440.61,3.46
814.67,90.49
169.17,92.79
87.49,80.73
813.24,192.47
93.54,184.14
108.72,342.49
118.05,173.37
895.09,26.56
771.48,163.15
35.57,264.87
71.17,185.79
760.36,73.94
816.2,259.67
804.44,43.68
594.51,158.58
92.96,288.53
992.42,237.98
147.94,147.95
614.04,115.06
618.55,191.39
350.31,272.93
73.64,133.4
956.01,93.17
22.91,341.85
402.49,219.75
566.46,118.42
565.57,139.35
45.41,324.64
979.44,142.63
552.19,177.94
183.3,45.4
593.9,242.95
448.41,308.65
777.35,167.92
176.07,131.23
371.49,116.48
795.63,121.18
99.9,227.34
517.06,55.53
100.89,129.25
562.38,183.75
29.3,139.68
570.59,63.4
490.85,73.0
1025.24,18.43
249.52,294.88
148.93,311.84
977.2,184.91
648.86,74.4
440.09,24.8
189.15,118.61
323.59,189.58
871.76,52.39
1033.7,100.96
316.77,246.12
577.22,229.4
488.72,289.42
692.92,60.0
447.61,26.79
219.91,5.33
417.98,117.68
375.81,191.73
955.27,235.47
228.07,68.09
382.15,68.42
103.27,286.86
504.33,182.4
120.52,345.58
476.11,64.77
759.96,112.72
709.3,312.77
374.49,123.49
271.69,315.31
582.7,103.98
102.41,195.68
466.34,266.67
306.69,225.23
949.94,271.88
408.12,255.87
741.98,248.43
588.98,202.39
944.62,167.9
477.49,257.91
803.5,138.52
931.97,248.44
162.66,50.77
957.17,222.76
368.18,140.51
463.56,255.92001
998.09,146.57
204.04,139.0
469.23,221.46
600.83,186.67
950.56,265.18
327.79,66.87
984.13,166.02
845.44,90.1
182.77,113.17
202.08,145.31
830.05,97.02
460.53,222.89
67.13,232.94
24.44,268.76
909.69,97.72
111.65,161.66
96.29,253.97
400.78,109.83
619.72,188.03
350.31,69.42
620.73,96.47
620.5,296.7
147.62,261.34
505.06,70.87
161.5,102.0
379.53,219.87
965.4,131.88
868.91,78.96
108.95,131.99
569.89,116.96
566.51,129.57
204.99,155.46
839.67,125.32
36.79,149.02
647.38,71.55
607.74,210.22
141.72,236.61
230.23,131.66
382.82,65.57
478.99,85.64
717.53,93.14
988.6,183.47
1022.26,203.16
940.78,123.87
940.64,247.12
663.83,224.44
876.14,102.38
407.98,209.29
48.04,265.55
382.28,75.33
231.75,64.13
870.89,25.97
582.65,130.6
558.62,90.11
330.27,273.86
266.46,297.97
70.51,247.87
705.45,255.81
311.92,297.35
154.15,294.87
760.1,67.17
381.78,103.19
970.82,212.14
307.6,178.02
423.76,108.43
281.31,69.4
140.78,208.92
961.53,290.68
1037.16,273.27
210.77,155.72
32.71,267.13
154.37,228.53
499.11,158.91
139.41,205.8
312.52,224.91
204.18,126.509995
655.34,259.01
946.65,160.33
820.54,251.23
1031.72,136.17
854.44,77.68
14.57,136.92
172.83,145.52
178.7,98.09
170.24,307.26
563.04,276.42
191.74,161.93
532.72,139.72
626.04,41.9
470.05,99.17
864.27,39.54
395.88,150.23
309.92,97.8
529.91,155.1
47.7,131.65
585.26,141.88
382.97,149.27
124.74,194.48
920.03,90.12
877.4,40.93
817.28,256.44
664.2,102.98
814.09,195.52
306.66,208.99
822.51,194.98
207.43,49.89
383.24,18.87
712.14,82.71
186.35,64.02
92.52,191.43
640.8,124.0
885.19,117.39
382.8,96.84
79.66,273.17
291.27,164.64
486.13,167.67
708.92,25.85
732.5,246.96
403.55,177.78
407.46,197.78
176.23,149.59
860.36,258.45
536.78,347.23
65.63,294.23
764.67,112.2
55.26,280.58
481.26,112.1
738.76,187.92
79.43,159.51
508.54,283.78
227.66,81.9
79.66,320.73
373.4,53.27
438.94,298.21
257.78,207.61
305.87,153.09
111.35,178.09
216.12,158.47
853.29,64.02
267.22,15.049999
845.81,144.48
690.14,124.67
798.0,133.43
195.18,193.77
172.78,64.96
355.7,96.2
307.77,299.53
574.0,280.36
840.59,131.9
678.75,220.38
916.31,182.12
142.4,241.5
349.16,65.34
92.22,148.47
901.91,99.11
392.66,63.97
90.87,111.45
396.33,102.92
933.03,83.34
103.17,207.6
195.8,143.31
49.12,233.34
673.68,261.51
